split,index,text,audio_path_list,label
train,95,"And about 900,000 small businesses will be hit if you do, in fact, do what they want to do with the top bracket.",MMUSED-fallacy/audio_clips/30_2004/603.wav,0
train,96,"We left him a booming economy, and he caused the recession.",MMUSED-fallacy/audio_clips/44_2020/1323.wav,0
train,97,But the fact is that that's the situation that was left when I got there.,MMUSED-fallacy/audio_clips/27_2000/152.wav,0
train,98,"So I modified it, the largest tax increase in the history of the world.",MMUSED-fallacy/audio_clips/22_1996/260.wav,1
train,99,There are plenty of people standing in line to become a citizen.,MMUSED-fallacy/audio_clips/32_2004/663.wav,0
train,100,This is the biggest turnaround in the history of the country.,MMUSED-fallacy/audio_clips/31_2004/696.wav,0
train,101,The middle-class need a rescue package.,MMUSED-fallacy/audio_clips/35_2008/37.wav,0
train,102,We have the biggest drop in the number of people in poverty in 27 years.,MMUSED-fallacy/audio_clips/22_1996/132.wav,0
train,103,"I think one of the problems we have, particularly for seniors, is there is no prescription drug coverage in Medicare.",MMUSED-fallacy/audio_clips/28_2000/99.wav,0
train,104,I'll make sure we can reform Medicare and Social Security to preserve them for coming -- coming generations.,MMUSED-fallacy/audio_clips/39_2012/1173.wav,0
train,105,That's why I have a plan for energy independence within 10 years.,MMUSED-fallacy/audio_clips/31_2004/892.wav,0
train,106,In so many families women are a significant bread earner or the only bread earner.,MMUSED-fallacy/audio_clips/26_2000/159.wav,1
train,107,He volunteered for service in Vietnam from the beginning.,MMUSED-fallacy/audio_clips/26_2000/738.wav,0
train,108,"But maybe I misunderstand where you're coming from, Mr. Vice President, but I think the United States must be humble and must be proud and confident of our values, but humble in how we treat nations that are figuring out how to chart their own course.",MMUSED-fallacy/audio_clips/27_2000/419.wav,0
train,109,The difference between where it is and 5.4 percent is 9 million Americans without work.,MMUSED-fallacy/audio_clips/39_2012/648.wav,0
train,110,And I've met some of the greatest people I'll ever meet within these communities.,MMUSED-fallacy/audio_clips/41_2016/732.wav,0
train,111,That would be a time to seriously consider the use of force.,MMUSED-fallacy/audio_clips/25_2000/448.wav,0
train,112,Let's talk about housing which the question was.,MMUSED-fallacy/audio_clips/13_1988/393.wav,0
train,113,"We're seeing Iraq united as Iraqis, tough, hard, but we're seeing them.",MMUSED-fallacy/audio_clips/36_2008/485.wav,0
train,114,I think a hospitable society is a society where every being counts and every person matters.,MMUSED-fallacy/audio_clips/32_2004/377.wav,0
train,115,People are fed up.,MMUSED-fallacy/audio_clips/26_2000/570.wav,1
train,116,And I heard them ask just for something that would give them hope.,MMUSED-fallacy/audio_clips/8_1980/259.wav,0
train,117,"When Guinea became independent, the Soviet Ambassador showed up that very day.",MMUSED-fallacy/audio_clips/4_1960/147.wav,0
train,118,It also defined marriage as between a man and woman.,MMUSED-fallacy/audio_clips/32_2004/323.wav,0
train,119,But they are important and dangerous now because they are mounting a major effort within their own country.,MMUSED-fallacy/audio_clips/1_1960/15.wav,1
train,120,"I am a person who has great respect for people, for my family, for the people of this country.",MMUSED-fallacy/audio_clips/42_2016/84.wav,0
train,121,Let me just say this.,MMUSED-fallacy/audio_clips/26_2000/505.wav,0
train,122,It's just fake news.,MMUSED-fallacy/audio_clips/44_2020/413.wav,0
train,123,I don't think a president can unilaterally overturn it.,MMUSED-fallacy/audio_clips/25_2000/340.wav,0
train,124,But the key thing is to make sure you can get a job when you get out of school.,MMUSED-fallacy/audio_clips/39_2012/36.wav,0
train,125,"Well, Mom, as always, that was both reassuring and wise.",MMUSED-fallacy/audio_clips/26_2000/19.wav,0
train,126,"Whatever the Vice President's claiming the administration has done, clearly it hasn't worked when you're looking at over 210,000 dead bodies in our country, American lives that have been lost, families that are grieving that loss.",MMUSED-fallacy/audio_clips/45_2020/84.wav,1
train,127,That's exactly what Kim Jong Il wants.,MMUSED-fallacy/audio_clips/29_2004/826.wav,0
train,128,You are going to approve one of the biggest tax cuts in history.,MMUSED-fallacy/audio_clips/41_2016/269.wav,0
train,129,"That, to me, was so hurtful.",MMUSED-fallacy/audio_clips/36_2008/315.wav,1
train,130,They do have stakes in it.,MMUSED-fallacy/audio_clips/29_2004/375.wav,0
train,131,We're starting from a very high rate.,MMUSED-fallacy/audio_clips/46_2020/49.wav,0
train,132,You've got to have forest management.,MMUSED-fallacy/audio_clips/44_2020/1413.wav,0
train,133,"Number two, Bernie Sanders said that Hillary Clinton has very bad judgment.",MMUSED-fallacy/audio_clips/42_2016/207.wav,1
train,134,We stopped that plan before.,MMUSED-fallacy/audio_clips/23_1996/76.wav,0
train,135,"Now she's blaming the lie on the late, great Abraham Lincoln.",MMUSED-fallacy/audio_clips/42_2016/303.wav,0
train,136,The inflation rate under Kennedy and Johnson was about 2 percent - one-third what it is under this administration.,MMUSED-fallacy/audio_clips/6_1976/325.wav,0
train,137,But I also share your belief that weapons that were designed for soldiers in war theaters don't belong on our streets.,MMUSED-fallacy/audio_clips/39_2012/951.wav,0
train,138,"Imagine what it -- what it is like for someone to be singled out unfairly, unjustly, and feel the unfair force of law simply because of race or ethnicity.",MMUSED-fallacy/audio_clips/27_2000/434.wav,0
train,139,"The United Nations, Kofi Annan offered help after Baghdad fell.",MMUSED-fallacy/audio_clips/29_2004/412.wav,0
train,140,But what happened is we closed it down and now we're reopening and we're doing record business.,MMUSED-fallacy/audio_clips/44_2020/658.wav,0
train,141,It was.,MMUSED-fallacy/audio_clips/29_2004/222.wav,0
train,142,"Uh - I would also suggest that insofar as his statement is concerned, that I think it would be improper for the President of the United States to disclose uh - the instances in which members of his official family had made recommendations, as I have made them through the years to him, which he has accepted or rejected.",MMUSED-fallacy/audio_clips/1_1960/237.wav,0
train,143,"And the formula I've given you works, we've put it through a good economic model, we've got good economists on the West Coast, Michael Boskin and Marty Feldstein up there who's a very respected economist in the - Massachusetts.",MMUSED-fallacy/audio_clips/13_1988/156.wav,1
train,144,"And they know this debt must come down as well, because it's unfair to our children.",MMUSED-fallacy/audio_clips/10_1984/295.wav,0
train,145,"I can see my wife and I think she's thinking, ""I wish he would go out into the private sector.""",MMUSED-fallacy/audio_clips/26_2000/634.wav,0
train,146,It's a system that's got to be cleaned up.,MMUSED-fallacy/audio_clips/33_2008/173.wav,0
train,147,And I think Americans will judge very seriously as to whether that's the right path or the wrong path and who should be the next president of the United States.,MMUSED-fallacy/audio_clips/33_2008/920.wav,0
train,148,Police officers are being cut from the streets of America because the president decided to cut the COPS program.,MMUSED-fallacy/audio_clips/32_2004/42.wav,0
train,149,The reason they keep trying to attack Halliburton is because they want to obscure their own record.,MMUSED-fallacy/audio_clips/30_2004/459.wav,1
train,150,It is part of my consciousness and of my commitment to continue this progress.,MMUSED-fallacy/audio_clips/9_1980/618.wav,0
train,151,"There ought to be filters in public libraries and filters in public schools so if kids get on the Internet, there is not going to be pornography or violence coming in.",MMUSED-fallacy/audio_clips/28_2000/673.wav,0
train,152,"We say, if you get caught carrying a gun, you're automatically detained.",MMUSED-fallacy/audio_clips/27_2000/701.wav,0
train,153,"And I think it's very important for the American president, as well as other Western leaders, to remind him of the great benefits of democracy, that democracy will best help the people realize their hopes and aspirations and dreams.",MMUSED-fallacy/audio_clips/29_2004/1019.wav,0
train,154,In my opinion they're going to be de- be greater.,MMUSED-fallacy/audio_clips/2_1960/388.wav,0
train,155,"What's, what really is a threat to the suburbs and their safety is his failure to deal with COVID.",MMUSED-fallacy/audio_clips/44_2020/1147.wav,0
train,156,"At the American Conference - Inter-American Conference this summer, when we wanted them to join together in the denunciation of Castro and the Cuban Communists, we couldn't even get the Inter-American group to join together in denouncing Castro.",MMUSED-fallacy/audio_clips/4_1960/102.wav,0
train,157,"I'm pleased to see, Dick, from the newspapers that you're better off than you were eight years ago, too.",MMUSED-fallacy/audio_clips/26_2000/631.wav,0
train,158,"As a matter of fact, today the shortages of non-commissioned officers that John mentioned are such that if we tried to have a draft today, we wouldn't have the non-commissioned officers to train the draftees.",MMUSED-fallacy/audio_clips/8_1980/162.wav,0
train,159,"I will issue a white paper after this broadcast, quoting exactly what he said on compulsory arbitration, for example, and the record will show that I have been correct.",MMUSED-fallacy/audio_clips/3_1960/319.wav,0
train,160,I happen to—I happen to support that in a way that will actually work to our benefit.,MMUSED-fallacy/audio_clips/41_2016/351.wav,0
train,161,"Well, I'm glad you raised that question.",MMUSED-fallacy/audio_clips/32_2004/712.wav,0
train,162,And the good thing about this is they'll be able to go across America.,MMUSED-fallacy/audio_clips/36_2008/661.wav,0
train,163,"We're working right now in trying to be of help in southern Africa with regard to the independence of Namibia and the removal of the Cuban surrogates, the thousands of them, from Angola.",MMUSED-fallacy/audio_clips/12_1984/132.wav,0
train,164,"Yes, we have a $263 billion deficit.",MMUSED-fallacy/audio_clips/10_1984/688.wav,0
train,165,This is something that Senator Kennedy and all Americans must know.,MMUSED-fallacy/audio_clips/3_1960/56.wav,0
train,166,Although I'm not so sure I admire the record.,MMUSED-fallacy/audio_clips/29_2004/888.wav,0
train,167,"Well, you establish respect for differences.",MMUSED-fallacy/audio_clips/28_2000/800.wav,0
train,168,"It has been debated throughout your public life and throughout my public life, and one thing that I don't think that it is wise to do, and that is to change your position.",MMUSED-fallacy/audio_clips/18_1992/684.wav,0
train,169,I will.,MMUSED-fallacy/audio_clips/31_2004/867.wav,0
train,170,I have suggested that the president should be given other weapons to protect the national interest in case of national emergency strikes beyond the injunction provision of the Taft-Hartley Act.,MMUSED-fallacy/audio_clips/3_1960/286.wav,0
train,171,The fact is that there have been markets shut to us that we haven't stood up and fought for.,MMUSED-fallacy/audio_clips/32_2004/251.wav,0
train,172,He's been traveling in some other country.,MMUSED-fallacy/audio_clips/3_1960/356.wav,0
train,173,I've spent my entire life in the service of this nation and putting my country first.,MMUSED-fallacy/audio_clips/36_2008/910.wav,0
train,174,"And, as a result, America is now bearing this extraordinary burden where we are not as safe as we ought to be.",MMUSED-fallacy/audio_clips/32_2004/33.wav,1
train,175,"Two hundred years ago, Tom Paine, when the 13 tiny colonies were trying to become a nation, said, we have it in our power to begin the world over again.",MMUSED-fallacy/audio_clips/8_1980/413.wav,0
train,176,China should solve that problem for us.,MMUSED-fallacy/audio_clips/41_2016/1107.wav,0
train,177,"We have, with our five-year plan for the leasing of offshore lands, proposed more land to be drilled than has been opened up for drilling since this program first started in 1954.",MMUSED-fallacy/audio_clips/9_1980/493.wav,0
train,178,He's the one who didn't talk about it.,MMUSED-fallacy/audio_clips/30_2004/497.wav,0
train,179,But there are a lot of procedures that haven't kept up in Medicare with the current times.,MMUSED-fallacy/audio_clips/25_2000/143.wav,0
train,180,Did our administration push for the total training of Iraq?,MMUSED-fallacy/audio_clips/31_2004/175.wav,0
train,181,The European countries have a stake in not having total disorder on their doorstep.,MMUSED-fallacy/audio_clips/29_2004/378.wav,0
train,182,I think we ought to raise the age at which juveniles can have a gun.,MMUSED-fallacy/audio_clips/28_2000/536.wav,0
train,183,"I believe the programs that Senator Kennedy advocates will have a tendency to stifle those creative energies, I believe in other words, that his program would lead to the stagnation of the motive power that we need in this country to get progress.",MMUSED-fallacy/audio_clips/1_1960/141.wav,1
train,184,We exempt small businesses.,MMUSED-fallacy/audio_clips/36_2008/639.wav,0
train,185,"Now, whose fault is that?",MMUSED-fallacy/audio_clips/20_1992/134.wav,0
train,186,"What's at issue here is the President's application of his authority to understand what a President must know to lead this nation, secure our defense, and make the decisions and the judgments that are necessary.",MMUSED-fallacy/audio_clips/12_1984/316.wav,0
train,187,"When I was a young man, my father was a senator opposed to the Vietnam War.",MMUSED-fallacy/audio_clips/28_2000/450.wav,0
train,188,"He seems to want to spend a great deal of money on just about every weapon system; he says he's against new taxes, although he's broken that pledge at least times in the last year that I know of; he wants to give the wealthiest taxpayers in this country a five year, $40 billion tax break.",MMUSED-fallacy/audio_clips/13_1988/115.wav,0
train,189,"This election is not about debating tricks, it is about your future.",MMUSED-fallacy/audio_clips/28_2000/986.wav,0
train,190,"We do have to make choices, we recognize that.",MMUSED-fallacy/audio_clips/26_2000/484.wav,0
train,191,It's a state tax relief.,MMUSED-fallacy/audio_clips/22_1996/207.wav,0
train,192,"The problem we have is that, if you look at his record, he doesn't display the qualities of somebody who has conviction.",MMUSED-fallacy/audio_clips/30_2004/238.wav,1
train,193,They just write a note for the interest.,MMUSED-fallacy/audio_clips/21_1992/140.wav,0
train,194,"And you're wondering, how's it going to affect me?",MMUSED-fallacy/audio_clips/33_2008/21.wav,0
train,195,"And the interesting fact here, in spite of the rhetoric that my opponent has just spoken, the reality is if you look at our projected budgets for the next ten years, Al Gore and I actually commit twice as much, $100 billion in additional funding for our military than Governor Bush does.",MMUSED-fallacy/audio_clips/26_2000/309.wav,0
train,196,"I mean, the fact is that there -- even though no state wants them, there are guns in some schools.",MMUSED-fallacy/audio_clips/27_2000/691.wav,0
train,197,I served it uh - in the war.,MMUSED-fallacy/audio_clips/4_1960/453.wav,0
train,198,I would suggest that these proposals could be mentioned.,MMUSED-fallacy/audio_clips/1_1960/170.wav,0
train,199,"If I were President, I would also now take a look at the hundreds of Federal regulations which discriminate against women and which go right on while everyone is looking for an amendment.",MMUSED-fallacy/audio_clips/9_1980/608.wav,0
train,200,I'll give you a couple of examples.,MMUSED-fallacy/audio_clips/25_2000/560.wav,0
train,201,I guess you'd say I'm a good steward of the land.,MMUSED-fallacy/audio_clips/31_2004/824.wav,0
train,202,"When that report came out, Al Gore and I said to the entertainment industry, stop it.",MMUSED-fallacy/audio_clips/26_2000/768.wav,0
train,203,"Start asking the question, what do you know?",MMUSED-fallacy/audio_clips/25_2000/757.wav,0
train,204,"I'm for working with the groups, not just with industry but also with the citizen groups and local communities to control sprawl in ways that the local communities themselves come up with.",MMUSED-fallacy/audio_clips/27_2000/927.wav,0
train,205,Some people say that's a hatchet.,MMUSED-fallacy/audio_clips/36_2008/200.wav,0
train,206,He wants to go out and to reform the health care system so that every American will have available to them affordable health insurance.,MMUSED-fallacy/audio_clips/18_1992/289.wav,0
train,207,"I won't ask you, but if you do, you're in the top 1%.",MMUSED-fallacy/audio_clips/28_2000/394.wav,0
train,208,"Actually, it's not an empty promise.",MMUSED-fallacy/audio_clips/32_2004/129.wav,0
train,209,"Convention, the VFW National Convention - when I spoke to each of those bodies - I outlined a very specific program of increasing pay and allowances, reenlistment bonuses.",MMUSED-fallacy/audio_clips/8_1980/154.wav,0
train,210,To me that's what it's all about.,MMUSED-fallacy/audio_clips/28_2000/962.wav,0
train,211,"Yes, we have to be steadfast and resolved, and I am.",MMUSED-fallacy/audio_clips/29_2004/217.wav,0
train,212,That's what we caught him doing.,MMUSED-fallacy/audio_clips/29_2004/829.wav,0
train,213,"Now Joe Biden and Kamala Harris, would put us back in the Paris Climate Accord.",MMUSED-fallacy/audio_clips/45_2020/348.wav,0
train,214,"Number two, John McCain and I have a proposal, jointly, for a commission that closes corporate giveaway loopholes.",MMUSED-fallacy/audio_clips/31_2004/783.wav,0
train,215,"I was in Beaumont, Texas, and met with small business people, and they wanted to reform the civil justice system because they think our legal system costs too much and there's too much of a delay in getting an answer.",MMUSED-fallacy/audio_clips/18_1992/957.wav,0
train,216,That's what this election is about.,MMUSED-fallacy/audio_clips/39_2012/688.wav,0
train,217,But do not erode out of the system the thousand points of light.,MMUSED-fallacy/audio_clips/13_1988/486.wav,0
train,218,American taxpayers have borne 90 percent of the costs of the effort in Iraq.,MMUSED-fallacy/audio_clips/30_2004/194.wav,0
train,219,"If you're in a very poor family or if you have very high costs, Medicare will pay all the costs, a $25 premium, and much better benefits than you can possibly find in the private sector.",MMUSED-fallacy/audio_clips/25_2000/130.wav,0
train,220,"And there, again, he sort of slid by the question.",MMUSED-fallacy/audio_clips/29_2004/846.wav,0
train,221,"And I would say that no president should ever allow anybody else to make the major decisions, The president only makes the decisions.",MMUSED-fallacy/audio_clips/1_1960/249.wav,0
train,222,And so I would hope that Senator Kennedy in his answer today would clear it up.,MMUSED-fallacy/audio_clips/4_1960/422.wav,0
train,223,Health-care costs are on the rise because the consumers are not involved in the decision-making process.,MMUSED-fallacy/audio_clips/32_2004/404.wav,0
train,224,I hope they talked and I hope they've reached some result and that the killing will end.,MMUSED-fallacy/audio_clips/22_1996/692.wav,0
train,225,"Since he's been in office, two and a half million more American people have lost their jobs.",MMUSED-fallacy/audio_clips/7_1976/475.wav,0
train,226,"Thank you, Lester.",MMUSED-fallacy/audio_clips/41_2016/52.wav,0
